,league,side,teamname,result,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,killsat10,assistsat10,deathsat10,opp_killsat10,opp_assistsat10,opp_deathsat10
3647,LPL,Red,Invictus Gaming,0,16594.0,17969.0,342.0,16844.0,17917.0,287.0,-250.0,52.0,55.0,3.0,4.0,6.0,6.0,5.0,3.0
3754,LCS,Blue,Cloud9,1,16671.0,19540.0,345.0,15364.0,18461.0,340.0,1307.0,1079.0,5.0,3.0,2.0,1.0,1.0,1.0,3.0
3755,LCS,Red,Immortals,0,15364.0,18461.0,340.0,16671.0,19540.0,345.0,-1307.0,-1079.0,-5.0,1.0,1.0,3.0,3.0,2.0,1.0
3778,LCS,Blue,100 Thieves,1,17466.0,19175.0,319.0,17151.0,19062.0,337.0,315.0,113.0,-18.0,6.0,13.0,5.0,5.0,7.0,6.0
3779,LCS,Red,Team Liquid,0,17151.0,19062.0,337.0,17466.0,19175.0,319.0,-315.0,-113.0,18.0,5.0,7.0,6.0,6.0,13.0,5.0
3790,LCS,Blue,Dignitas,0,16944.0,18737.0,315.0,16091.0,18067.0,299.0,853.0,670.0,16.0,5.0,5.0,4.0,4.0,9.0,5.0
3791,LCS,Red,Evil Geniuses,1,16091.0,18067.0,299.0,16944.0,18737.0,315.0,-853.0,-670.0,-16.0,4.0,9.0,5.0,5.0,5.0,4.0
3802,LCS,Blue,TSM,1,15333.0,18830.0,329.0,15810.0,19147.0,371.0,-477.0,-317.0,-42.0,1.0,2.0,0.0,0.0,0.0,1.0
3803,LCS,Red,Counter Logic Gaming,0,15810.0,19147.0,371.0,15333.0,18830.0,329.0,477.0,317.0,42.0,0.0,0.0,1.0,1.0,2.0,0.0
3814,LCS,Blue,Team Liquid,1,16420.0,18588.0,342.0,14373.0,18293.0,316.0,2047.0,295.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0
3815,LCS,Red,Golden Guardians,0,14373.0,18293.0,316.0,16420.0,18588.0,342.0,-2047.0,-295.0,-26.0,0.0,0.0,0.0,0.0,0.0,0.0
4282,LPL,Blue,eStar,0,16133.0,19374.0,348.0,14070.0,17555.0,310.0,2063.0,1819.0,38.0,1.0,4.0,0.0,0.0,0.0,1.0
4283,LPL,Red,Oh My God,1,14070.0,17555.0,310.0,16133.0,19374.0,348.0,-2063.0,-1819.0,-38.0,0.0,0.0,1.0,1.0,4.0,0.0
4330,LPL,Blue,eStar,1,17790.0,19183.0,342.0,14196.0,17500.0,308.0,3594.0,1683.0,34.0,5.0,8.0,0.0,0.0,0.0,5.0
4331,LPL,Red,Oh My God,0,14196.0,17500.0,308.0,17790.0,19183.0,342.0,-3594.0,-1683.0,-34.0,0.0,0.0,5.0,5.0,8.0,0.0
4366,LPL,Blue,Oh My God,0,15157.0,18547.0,344.0,14983.0,19422.0,344.0,174.0,-875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4367,LPL,Red,eStar,1,14983.0,19422.0,344.0,15157.0,18547.0,344.0,-174.0,875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4378,LPL,Blue,Bilibili Gaming,1,16543.0,18506.0,325.0,15496.0,18913.0,320.0,1047.0,-407.0,5.0,2.0,4.0,2.0,2.0,3.0,2.0
4379,LPL,Red,Victory Five,0,15496.0,18913.0,320.0,16543.0,18506.0,325.0,-1047.0,407.0,-5.0,2.0,3.0,2.0,2.0,4.0,2.0
4426,LPL,Blue,Victory Five,1,16667.0,19364.0,332.0,15299.0,18401.0,331.0,1368.0,963.0,1.0,4.0,6.0,1.0,1.0,2.0,4.0
4427,LPL,Red,Bilibili Gaming,0,15299.0,18401.0,331.0,16667.0,19364.0,332.0,-1368.0,-963.0,-1.0,1.0,2.0,4.0,4.0,6.0,1.0
4450,LPL,Blue,Bilibili Gaming,0,15961.0,19087.0,310.0,17664.0,19930.0,357.0,-1703.0,-843.0,-47.0,3.0,4.0,5.0,5.0,9.0,3.0
4451,LPL,Red,Victory Five,1,17664.0,19930.0,357.0,15961.0,19087.0,310.0,1703.0,843.0,47.0,5.0,9.0,3.0,3.0,4.0,5.0
5086,LPL,Blue,Rogue Warriors,0,17544.0,19518.0,327.0,16579.0,19263.0,358.0,965.0,255.0,-31.0,3.0,6.0,1.0,1.0,3.0,3.0
5087,LPL,Red,FunPlus Phoenix,1,16579.0,19263.0,358.0,17544.0,19518.0,327.0,-965.0,-255.0,31.0,1.0,3.0,3.0,3.0,6.0,1.0
5110,LPL,Blue,FunPlus Phoenix,1,18317.0,19737.0,334.0,15776.0,18200.0,319.0,2541.0,1537.0,15.0,6.0,12.0,2.0,2.0,6.0,6.0
5111,LPL,Red,Rogue Warriors,0,15776.0,18200.0,319.0,18317.0,19737.0,334.0,-2541.0,-1537.0,-15.0,2.0,6.0,6.0,6.0,12.0,2.0
5122,LPL,Blue,EDward Gaming,1,16099.0,19610.0,351.0,15774.0,19490.0,369.0,325.0,120.0,-18.0,2.0,2.0,0.0,0.0,0.0,2.0
5123,LPL,Red,LGD Gaming,0,15774.0,19490.0,369.0,16099.0,19610.0,351.0,-325.0,-120.0,18.0,0.0,0.0,2.0,2.0,2.0,0.0
5146,LPL,Blue,LGD Gaming,0,15892.0,19784.0,341.0,15166.0,18650.0,349.0,726.0,1134.0,-8.0,2.0,2.0,0.0,0.0,0.0,2.0
5147,LPL,Red,EDward Gaming,1,15166.0,18650.0,349.0,15892.0,19784.0,341.0,-726.0,-1134.0,8.0,0.0,0.0,2.0,2.0,2.0,0.0
5962,LCK,Blue,Liiv SANDBOX,1,15320.0,19710.0,361.0,15201.0,18917.0,360.0,119.0,793.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5963,LCK,Red,Kwangdong Freecs,0,15201.0,18917.0,360.0,15320.0,19710.0,361.0,-119.0,-793.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
5998,LCK,Blue,Kwangdong Freecs,0,14173.0,17025.0,306.0,16994.0,19095.0,338.0,-2821.0,-2070.0,-32.0,0.0,0.0,4.0,4.0,11.0,0.0
5999,LCK,Red,Liiv SANDBOX,1,16994.0,19095.0,338.0,14173.0,17025.0,306.0,2821.0,2070.0,32.0,4.0,11.0,0.0,0.0,0.0,4.0
6022,LPL,Blue,Invictus Gaming,1,17270.0,18404.0,341.0,16190.0,18701.0,279.0,1080.0,-297.0,62.0,4.0,9.0,5.0,5.0,9.0,4.0
6023,LPL,Red,eStar,0,16190.0,18701.0,279.0,17270.0,18404.0,341.0,-1080.0,297.0,-62.0,5.0,9.0,4.0,4.0,9.0,5.0
6034,LCK,Blue,DRX,0,15581.0,19243.0,366.0,15619.0,19391.0,362.0,-38.0,-148.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
6035,LCK,Red,Nongshim RedForce,1,15619.0,19391.0,362.0,15581.0,19243.0,366.0,38.0,148.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0
6070,LPL,Blue,Invictus Gaming,1,18991.0,19350.0,349.0,14111.0,16831.0,269.0,4880.0,2519.0,80.0,7.0,11.0,2.0,2.0,3.0,7.0
6071,LPL,Red,eStar,0,14111.0,16831.0,269.0,18991.0,19350.0,349.0,-4880.0,-2519.0,-80.0,2.0,3.0,7.0,7.0,11.0,2.0
6094,LPL,Blue,Rare Atom,1,15700.0,18564.0,351.0,15969.0,19444.0,363.0,-269.0,-880.0,-12.0,1.0,2.0,1.0,1.0,2.0,1.0
6095,LPL,Red,Suning,0,15969.0,19444.0,363.0,15700.0,18564.0,351.0,269.0,880.0,12.0,1.0,2.0,1.0,1.0,2.0,1.0
6106,LCK,Blue,Nongshim RedForce,0,15519.0,19293.0,360.0,15693.0,19359.0,363.0,-174.0,-66.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
6107,LCK,Red,DRX,1,15693.0,19359.0,363.0,15519.0,19293.0,360.0,174.0,66.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
6130,LPL,Blue,Rare Atom,1,16533.0,19442.0,352.0,15424.0,18297.0,332.0,1109.0,1145.0,20.0,2.0,2.0,2.0,2.0,4.0,2.0
6131,LPL,Red,Suning,0,15424.0,18297.0,332.0,16533.0,19442.0,352.0,-1109.0,-1145.0,-20.0,2.0,4.0,2.0,2.0,2.0,2.0
6166,LCK,Blue,DRX,1,15165.0,18824.0,332.0,15597.0,19175.0,346.0,-432.0,-351.0,-14.0,1.0,2.0,1.0,1.0,1.0,1.0
6167,LCK,Red,Nongshim RedForce,0,15597.0,19175.0,346.0,15165.0,18824.0,332.0,432.0,351.0,14.0,1.0,1.0,1.0,1.0,2.0,1.0
6718,LCK,Blue,T1,1,15813.0,19037.0,356.0,15074.0,18151.0,303.0,739.0,886.0,53.0,1.0,2.0,2.0,2.0,2.0,1.0
6719,LCK,Red,Gen.G,0,15074.0,18151.0,303.0,15813.0,19037.0,356.0,-739.0,-886.0,-53.0,2.0,2.0,1.0,1.0,2.0,2.0
6766,LCK,Blue,Gen.G,1,16643.0,19703.0,366.0,15028.0,18634.0,316.0,1615.0,1069.0,50.0,1.0,1.0,1.0,1.0,1.0,1.0
6767,LCK,Red,T1,0,15028.0,18634.0,316.0,16643.0,19703.0,366.0,-1615.0,-1069.0,-50.0,1.0,1.0,1.0,1.0,1.0,1.0
6790,LPL,Blue,ThunderTalk Gaming,0,16016.0,18348.0,327.0,17679.0,20393.0,357.0,-1663.0,-2045.0,-30.0,3.0,4.0,5.0,5.0,4.0,3.0
6791,LPL,Red,Team WE,1,17679.0,20393.0,357.0,16016.0,18348.0,327.0,1663.0,2045.0,30.0,5.0,4.0,3.0,3.0,4.0,5.0
6802,LCK,Blue,T1,0,16395.0,18538.0,343.0,16332.0,18812.0,300.0,63.0,-274.0,43.0,2.0,2.0,4.0,4.0,8.0,2.0
6803,LCK,Red,Gen.G,1,16332.0,18812.0,300.0,16395.0,18538.0,343.0,-63.0,274.0,-43.0,4.0,8.0,2.0,2.0,2.0,4.0
6838,LPL,Blue,ThunderTalk Gaming,0,15395.0,18099.0,319.0,17284.0,18686.0,322.0,-1889.0,-587.0,-3.0,2.0,2.0,4.0,4.0,8.0,2.0
6839,LPL,Red,Team WE,1,17284.0,18686.0,322.0,15395.0,18099.0,319.0,1889.0,587.0,3.0,4.0,8.0,2.0,2.0,2.0,4.0
6850,LCK,Blue,DWG KIA,0,15763.0,18748.0,362.0,15940.0,19582.0,356.0,-177.0,-834.0,6.0,0.0,0.0,1.0,1.0,1.0,0.0
6851,LCK,Red,Fredit BRION,1,15940.0,19582.0,356.0,15763.0,18748.0,362.0,177.0,834.0,-6.0,1.0,1.0,0.0,0.0,0.0,1.0
6886,LPL,Blue,Oh My God,0,15191.0,18828.0,327.0,15789.0,19074.0,368.0,-598.0,-246.0,-41.0,1.0,1.0,0.0,0.0,0.0,1.0
6887,LPL,Red,Royal Never Give Up,1,15789.0,19074.0,368.0,15191.0,18828.0,327.0,598.0,246.0,41.0,0.0,0.0,1.0,1.0,1.0,0.0
6922,LPL,Blue,Royal Never Give Up,1,18205.0,18889.0,333.0,15770.0,18143.0,295.0,2435.0,746.0,38.0,6.0,6.0,4.0,4.0,3.0,6.0
6923,LPL,Red,Oh My God,0,15770.0,18143.0,295.0,18205.0,18889.0,333.0,-2435.0,-746.0,-38.0,4.0,3.0,6.0,6.0,6.0,4.0
6934,LCK,Blue,Fredit BRION,1,15800.0,19351.0,334.0,14920.0,17988.0,317.0,880.0,1363.0,17.0,2.0,2.0,1.0,1.0,2.0,2.0
6935,LCK,Red,DWG KIA,0,14920.0,17988.0,317.0,15800.0,19351.0,334.0,-880.0,-1363.0,-17.0,1.0,2.0,2.0,2.0,2.0,1.0
7462,LCK,Blue,KT Rolster,1,14840.0,18963.0,343.0,16600.0,18892.0,333.0,-1760.0,71.0,10.0,0.0,0.0,3.0,3.0,4.0,0.0
7463,LCK,Red,Hanwha Life Esports,0,16600.0,18892.0,333.0,14840.0,18963.0,343.0,1760.0,-71.0,-10.0,3.0,4.0,0.0,0.0,0.0,3.0
7522,LCK,Blue,Hanwha Life Esports,1,15841.0,18778.0,356.0,15077.0,17775.0,324.0,764.0,1003.0,32.0,1.0,2.0,1.0,1.0,0.0,1.0
7523,LCK,Red,KT Rolster,0,15077.0,17775.0,324.0,15841.0,18778.0,356.0,-764.0,-1003.0,-32.0,1.0,0.0,1.0,1.0,2.0,1.0
7534,LPL,Blue,Rare Atom,0,16056.0,18584.0,333.0,15875.0,17676.0,310.0,181.0,908.0,23.0,3.0,6.0,2.0,2.0,7.0,3.0
7535,LPL,Red,Bilibili Gaming,1,15875.0,17676.0,310.0,16056.0,18584.0,333.0,-181.0,-908.0,-23.0,2.0,7.0,3.0,3.0,6.0,2.0
7570,LCK,Blue,KT Rolster,0,15259.0,18011.0,332.0,16736.0,18798.0,342.0,-1477.0,-787.0,-10.0,1.0,3.0,3.0,3.0,8.0,1.0
7571,LCK,Red,Hanwha Life Esports,1,16736.0,18798.0,342.0,15259.0,18011.0,332.0,1477.0,787.0,10.0,3.0,8.0,1.0,1.0,3.0,3.0
7582,VCS,Blue,Luxury Esports,0,15791.0,19235.0,351.0,15884.0,18970.0,325.0,-93.0,265.0,26.0,1.0,1.0,3.0,3.0,6.0,1.0
7583,VCS,Red,CERBERUS Esports,1,15884.0,18970.0,325.0,15791.0,19235.0,351.0,93.0,-265.0,-26.0,3.0,6.0,1.0,1.0,1.0,3.0
7606,LPL,Blue,Bilibili Gaming,1,16302.0,19281.0,338.0,15100.0,18856.0,343.0,1202.0,425.0,-5.0,3.0,6.0,0.0,0.0,0.0,3.0
7607,LPL,Red,Rare Atom,0,15100.0,18856.0,343.0,16302.0,19281.0,338.0,-1202.0,-425.0,5.0,0.0,0.0,3.0,3.0,6.0,0.0
7630,LCK,Blue,DRX,1,15338.0,19375.0,359.0,15540.0,19407.0,365.0,-202.0,-32.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0
7631,LCK,Red,Liiv SANDBOX,0,15540.0,19407.0,365.0,15338.0,19375.0,359.0,202.0,32.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
7642,VCS,Blue,CERBERUS Esports,1,16507.0,19984.0,355.0,15139.0,18383.0,343.0,1368.0,1601.0,12.0,3.0,2.0,0.0,0.0,0.0,3.0
7643,VCS,Red,Luxury Esports,0,15139.0,18383.0,343.0,16507.0,19984.0,355.0,-1368.0,-1601.0,-12.0,0.0,0.0,3.0,3.0,2.0,0.0
7666,LPL,Blue,EDward Gaming,1,16957.0,19009.0,320.0,14797.0,17091.0,311.0,2160.0,1918.0,9.0,5.0,9.0,1.0,1.0,1.0,5.0
7667,LPL,Red,JD Gaming,0,14797.0,17091.0,311.0,16957.0,19009.0,320.0,-2160.0,-1918.0,-9.0,1.0,1.0,5.0,5.0,9.0,1.0
7690,VCS,Blue,SBTC Esports,0,15405.0,19635.0,325.0,16886.0,20264.0,370.0,-1481.0,-629.0,-45.0,2.0,1.0,2.0,2.0,3.0,2.0
7691,VCS,Red,Burst The Sky Esports,1,16886.0,20264.0,370.0,15405.0,19635.0,325.0,1481.0,629.0,45.0,2.0,3.0,2.0,2.0,1.0,2.0
7714,LCK,Blue,Liiv SANDBOX,1,17233.0,20360.0,358.0,15224.0,18359.0,334.0,2009.0,2001.0,24.0,3.0,5.0,1.0,1.0,1.0,3.0
7715,LCK,Red,DRX,0,15224.0,18359.0,334.0,17233.0,20360.0,358.0,-2009.0,-2001.0,-24.0,1.0,1.0,3.0,3.0,5.0,1.0
7726,LPL,Blue,JD Gaming,0,16591.0,19526.0,369.0,16175.0,19107.0,352.0,416.0,419.0,17.0,2.0,4.0,3.0,3.0,1.0,2.0
7727,LPL,Red,EDward Gaming,1,16175.0,19107.0,352.0,16591.0,19526.0,369.0,-416.0,-419.0,-17.0,3.0,1.0,2.0,2.0,4.0,3.0
7750,VCS,Blue,Burst The Sky Esports,0,15628.0,18154.0,325.0,15108.0,17660.0,282.0,520.0,494.0,43.0,2.0,5.0,3.0,3.0,8.0,2.0
7751,VCS,Red,SBTC Esports,1,15108.0,17660.0,282.0,15628.0,18154.0,325.0,-520.0,-494.0,-43.0,3.0,8.0,2.0,2.0,5.0,3.0
7762,LCK,Blue,DRX,1,15656.0,19702.0,375.0,16103.0,19940.0,364.0,-447.0,-238.0,11.0,0.0,0.0,1.0,1.0,1.0,0.0
7763,LCK,Red,Liiv SANDBOX,0,16103.0,19940.0,364.0,15656.0,19702.0,375.0,447.0,238.0,-11.0,1.0,1.0,0.0,0.0,0.0,1.0
7786,VCS,Blue,SBTC Esports,1,16543.0,17671.0,298.0,13677.0,17053.0,284.0,2866.0,618.0,14.0,5.0,5.0,0.0,0.0,0.0,5.0
7787,VCS,Red,Burst The Sky Esports,0,13677.0,17053.0,284.0,16543.0,17671.0,298.0,-2866.0,-618.0,-14.0,0.0,0.0,5.0,5.0,5.0,0.0
7822,LEC,Blue,G2 Esports,1,15568.0,18444.0,348.0,16368.0,18870.0,342.0,-800.0,-426.0,6.0,0.0,0.0,2.0,2.0,2.0,0.0
7823,LEC,Red,MAD Lions,0,16368.0,18870.0,342.0,15568.0,18444.0,348.0,800.0,426.0,-6.0,2.0,2.0,0.0,0.0,0.0,2.0
7846,LEC,Blue,Astralis,0,14175.0,16328.0,313.0,15309.0,17973.0,315.0,-1134.0,-1645.0,-2.0,0.0,0.0,2.0,2.0,6.0,0.0
7847,LEC,Red,SK Gaming,1,15309.0,17973.0,315.0,14175.0,16328.0,313.0,1134.0,1645.0,2.0,2.0,6.0,0.0,0.0,0.0,2.0
7870,LEC,Blue,Rogue,1,17458.0,18932.0,359.0,14681.0,18422.0,332.0,2777.0,510.0,27.0,1.0,1.0,0.0,0.0,0.0,1.0
7871,LEC,Red,Excel Esports,0,14681.0,18422.0,332.0,17458.0,18932.0,359.0,-2777.0,-510.0,-27.0,0.0,0.0,1.0,1.0,1.0,0.0
7882,LEC,Blue,Team Vitality,0,15740.0,19252.0,340.0,15077.0,18680.0,349.0,663.0,572.0,-9.0,1.0,2.0,0.0,0.0,0.0,1.0
7883,LEC,Red,FC Schalke 04 Esports,1,15077.0,18680.0,349.0,15740.0,19252.0,340.0,-663.0,-572.0,9.0,0.0,0.0,1.0,1.0,2.0,0.0
7894,LEC,Blue,Misfits Gaming,1,16568.0,17700.0,294.0,16434.0,17209.0,281.0,134.0,491.0,13.0,5.0,9.0,6.0,6.0,9.0,5.0
7895,LEC,Red,Fnatic,0,16434.0,17209.0,281.0,16568.0,17700.0,294.0,-134.0,-491.0,-13.0,6.0,9.0,5.0,5.0,9.0,6.0
7906,LCS,Blue,Cloud9,1,15121.0,18586.0,342.0,16299.0,19121.0,326.0,-1178.0,-535.0,16.0,0.0,0.0,2.0,2.0,3.0,0.0
7907,LCS,Red,Dignitas,0,16299.0,19121.0,326.0,15121.0,18586.0,342.0,1178.0,535.0,-16.0,2.0,3.0,0.0,0.0,0.0,2.0
7918,LCS,Blue,Golden Guardians,0,14969.0,18475.0,328.0,15874.0,19841.0,351.0,-905.0,-1366.0,-23.0,1.0,1.0,1.0,1.0,2.0,1.0
7919,LCS,Red,100 Thieves,1,15874.0,19841.0,351.0,14969.0,18475.0,328.0,905.0,1366.0,23.0,1.0,2.0,1.0,1.0,1.0,1.0
7942,LCS,Blue,FlyQuest,1,14681.0,18322.0,303.0,15534.0,17525.0,292.0,-853.0,797.0,11.0,1.0,2.0,2.0,2.0,5.0,1.0
7943,LCS,Red,Evil Geniuses,0,15534.0,17525.0,292.0,14681.0,18322.0,303.0,853.0,-797.0,-11.0,2.0,5.0,1.0,1.0,2.0,2.0
8026,LCS,Blue,TSM,0,14744.0,18247.0,329.0,16673.0,19532.0,352.0,-1929.0,-1285.0,-23.0,0.0,0.0,3.0,3.0,4.0,0.0
8027,LCS,Red,Team Liquid,1,16673.0,19532.0,352.0,14744.0,18247.0,329.0,1929.0,1285.0,23.0,3.0,4.0,0.0,0.0,0.0,3.0
8098,LCS,Blue,Immortals,0,14428.0,18404.0,313.0,15522.0,19410.0,350.0,-1094.0,-1006.0,-37.0,0.0,0.0,1.0,1.0,1.0,0.0
8099,LCS,Red,FlyQuest,1,15522.0,19410.0,350.0,14428.0,18404.0,313.0,1094.0,1006.0,37.0,1.0,1.0,0.0,0.0,0.0,1.0
8158,LCK,Blue,Kwangdong Freecs,0,15768.0,18818.0,340.0,16186.0,19718.0,346.0,-418.0,-900.0,-6.0,1.0,2.0,1.0,1.0,2.0,1.0
8159,LCK,Red,DWG KIA,1,16186.0,19718.0,346.0,15768.0,18818.0,340.0,418.0,900.0,6.0,1.0,2.0,1.0,1.0,2.0,1.0
8242,LCK,Blue,DWG KIA,1,16502.0,19283.0,354.0,14839.0,17441.0,288.0,1663.0,1842.0,66.0,2.0,3.0,2.0,2.0,3.0,2.0
8243,LCK,Red,Kwangdong Freecs,0,14839.0,17441.0,288.0,16502.0,19283.0,354.0,-1663.0,-1842.0,-66.0,2.0,3.0,2.0,2.0,3.0,2.0
8278,LPL,Blue,Top Esports,1,16997.0,20274.0,370.0,14740.0,18658.0,337.0,2257.0,1616.0,33.0,3.0,4.0,0.0,0.0,0.0,3.0
8279,LPL,Red,LGD Gaming,0,14740.0,18658.0,337.0,16997.0,20274.0,370.0,-2257.0,-1616.0,-33.0,0.0,0.0,3.0,3.0,4.0,0.0
8290,VCS,Blue,Saigon Buffalo,0,15606.0,17504.0,303.0,18204.0,20449.0,359.0,-2598.0,-2945.0,-56.0,3.0,5.0,6.0,6.0,8.0,3.0
8291,VCS,Red,Team Secret,1,18204.0,20449.0,359.0,15606.0,17504.0,303.0,2598.0,2945.0,56.0,6.0,8.0,3.0,3.0,5.0,6.0
8314,LCK,Blue,Fredit BRION,0,15832.0,19390.0,363.0,16485.0,19210.0,344.0,-653.0,180.0,19.0,0.0,0.0,3.0,3.0,3.0,0.0
8315,LCK,Red,Nongshim RedForce,1,16485.0,19210.0,344.0,15832.0,19390.0,363.0,653.0,-180.0,-19.0,3.0,3.0,0.0,0.0,0.0,3.0
8326,LPL,Blue,LGD Gaming,0,15586.0,17902.0,289.0,18366.0,19238.0,315.0,-2780.0,-1336.0,-26.0,4.0,4.0,9.0,9.0,12.0,4.0
8327,LPL,Red,Top Esports,1,18366.0,19238.0,315.0,15586.0,17902.0,289.0,2780.0,1336.0,26.0,9.0,12.0,4.0,4.0,4.0,9.0
8362,VCS,Blue,Team Secret,0,17466.0,19215.0,338.0,17873.0,19668.0,321.0,-407.0,-453.0,17.0,5.0,5.0,7.0,7.0,14.0,5.0
8363,VCS,Red,Saigon Buffalo,1,17873.0,19668.0,321.0,17466.0,19215.0,338.0,407.0,453.0,-17.0,7.0,14.0,5.0,5.0,5.0,7.0
8398,LPL,Blue,FunPlus Phoenix,1,16056.0,18928.0,347.0,15105.0,18535.0,338.0,951.0,393.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
8399,LPL,Red,Suning,0,15105.0,18535.0,338.0,16056.0,18928.0,347.0,-951.0,-393.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0
8410,LCK,Blue,Nongshim RedForce,1,16857.0,17143.0,287.0,15437.0,16894.0,289.0,1420.0,249.0,-2.0,6.0,12.0,3.0,3.0,6.0,6.0
8411,LCK,Red,Fredit BRION,0,15437.0,16894.0,289.0,16857.0,17143.0,287.0,-1420.0,-249.0,2.0,3.0,6.0,6.0,6.0,12.0,3.0
8446,VCS,Blue,Saigon Buffalo,1,16632.0,18722.0,330.0,15316.0,18583.0,351.0,1316.0,139.0,-21.0,3.0,5.0,0.0,0.0,0.0,3.0
8447,VCS,Red,Team Secret,0,15316.0,18583.0,351.0,16632.0,18722.0,330.0,-1316.0,-139.0,21.0,0.0,0.0,3.0,3.0,5.0,0.0
8458,LPL,Blue,Suning,0,14989.0,16731.0,296.0,17567.0,18147.0,330.0,-2578.0,-1416.0,-34.0,2.0,1.0,3.0,3.0,3.0,2.0
8459,LPL,Red,FunPlus Phoenix,1,17567.0,18147.0,330.0,14989.0,16731.0,296.0,2578.0,1416.0,34.0,3.0,3.0,2.0,2.0,1.0,3.0
8506,VCS,Blue,GAM Esports,1,17942.0,19793.0,324.0,14928.0,17523.0,279.0,3014.0,2270.0,45.0,6.0,14.0,2.0,2.0,5.0,6.0
8507,VCS,Red,Team Flash,0,14928.0,17523.0,279.0,17942.0,19793.0,324.0,-3014.0,-2270.0,-45.0,2.0,5.0,6.0,6.0,14.0,2.0
8542,VCS,Blue,Team Flash,0,14170.0,16628.0,273.0,15259.0,17668.0,291.0,-1089.0,-1040.0,-18.0,2.0,6.0,4.0,4.0,4.0,2.0
8543,VCS,Red,GAM Esports,1,15259.0,17668.0,291.0,14170.0,16628.0,273.0,1089.0,1040.0,18.0,4.0,4.0,2.0,2.0,6.0,4.0
8662,LEC,Blue,FC Schalke 04 Esports,0,16096.0,19241.0,332.0,16944.0,19415.0,333.0,-848.0,-174.0,-1.0,2.0,4.0,4.0,4.0,10.0,2.0
8663,LEC,Red,Excel Esports,1,16944.0,19415.0,333.0,16096.0,19241.0,332.0,848.0,174.0,1.0,4.0,10.0,2.0,2.0,4.0,4.0
8686,LEC,Blue,Misfits Gaming,0,15072.0,18501.0,344.0,15689.0,19125.0,347.0,-617.0,-624.0,-3.0,0.0,0.0,1.0,1.0,3.0,0.0
8687,LEC,Red,Team Vitality,1,15689.0,19125.0,347.0,15072.0,18501.0,344.0,617.0,624.0,3.0,1.0,3.0,0.0,0.0,0.0,1.0
8710,LEC,Blue,MAD Lions,1,16447.0,18841.0,338.0,15407.0,18788.0,331.0,1040.0,53.0,7.0,3.0,3.0,2.0,2.0,1.0,3.0
8711,LEC,Red,Astralis,0,15407.0,18788.0,331.0,16447.0,18841.0,338.0,-1040.0,-53.0,-7.0,2.0,1.0,3.0,3.0,3.0,2.0
8722,LEC,Blue,SK Gaming,0,15021.0,17801.0,321.0,15601.0,18563.0,346.0,-580.0,-762.0,-25.0,1.0,1.0,1.0,1.0,3.0,1.0
8723,LEC,Red,G2 Esports,1,15601.0,18563.0,346.0,15021.0,17801.0,321.0,580.0,762.0,25.0,1.0,3.0,1.0,1.0,1.0,1.0
8746,LEC,Blue,Fnatic,0,16131.0,19240.0,353.0,16401.0,19482.0,366.0,-270.0,-242.0,-13.0,2.0,5.0,1.0,1.0,2.0,2.0
8747,LEC,Red,Rogue,1,16401.0,19482.0,366.0,16131.0,19240.0,353.0,270.0,242.0,13.0,1.0,2.0,2.0,2.0,5.0,1.0
8782,LCS,Blue,100 Thieves,1,16952.0,20006.0,353.0,14369.0,17415.0,319.0,2583.0,2591.0,34.0,2.0,6.0,0.0,0.0,0.0,2.0
8783,LCS,Red,Immortals,0,14369.0,17415.0,319.0,16952.0,20006.0,353.0,-2583.0,-2591.0,-34.0,0.0,0.0,2.0,2.0,6.0,0.0
8794,LCS,Blue,Immortals,0,16552.0,17686.0,301.0,17900.0,17906.0,288.0,-1348.0,-220.0,13.0,5.0,13.0,7.0,7.0,17.0,5.0
8795,LCS,Red,100 Thieves,1,17900.0,17906.0,288.0,16552.0,17686.0,301.0,1348.0,220.0,-13.0,7.0,17.0,5.0,5.0,13.0,7.0
8806,LCS,Blue,Cloud9,0,16108.0,18387.0,339.0,15477.0,18169.0,328.0,631.0,218.0,11.0,2.0,5.0,2.0,2.0,4.0,2.0
8807,LCS,Red,TSM,1,15477.0,18169.0,328.0,16108.0,18387.0,339.0,-631.0,-218.0,-11.0,2.0,4.0,2.0,2.0,5.0,2.0
8818,LCS,Blue,Cloud9,1,16307.0,18807.0,313.0,15683.0,18392.0,329.0,624.0,415.0,-16.0,4.0,8.0,1.0,1.0,1.0,4.0
